text,category
Rs.3888.45 Dr. from A/C XXXXXXXX and Cr. to STARBUCKS. Ref:929995661046. AvlBal:Rs9815.55.,Food & Dining
Rs.80.23 Dr. from A/C XXXXXXXX and Cr. to MANIPAL HOSPITALS. Ref:526840987398. AvlBal:Rs36509.42.,Health
Rs.44.34 Dr. from A/C XXXXXXXX and Cr. to FASTAG. Ref:843404651793. AvlBal:Rs7209.69.,Transport
Rs.2016.56 Dr. from A/C XXXXXXXX and Cr. to SCAN CENTER. Ref:253870868066. AvlBal:Rs17550.22.,Health
Rs.2524.95 Dr. from A/C XXXXXXXX and Cr. to APOLLO HOSPITALS. Ref:531023621493. AvlBal:Rs5994.7.,Health
Rs.579.35 Dr. from A/C XXXXXXXX and Cr. to LEARNING PLATFORM. Ref:838441047821. AvlBal:Rs44363.62.,Education
Rs.4737.54 Dr. from A/C XXXXXXXX and Cr. to SPOTIFY. Ref:204608039118. AvlBal:Rs15641.08.,Entertainment
Rs.1620.67 Dr. from A/C XXXXXXXX and Cr. to SUBSCRIPTION. Ref:917717713324. AvlBal:Rs12808.87.,Entertainment
Rs.515.69 Dr. from A/C XXXXXXXX and Cr. to VI. Ref:654703561349. AvlBal:Rs44163.84.,Bills & Utilities
Rs.1926.46 Dr. from A/C XXXXXXXX and Cr. to BURGER KING. Ref:592038913368. AvlBal:Rs9031.05.,Food & Dining
Rs.4389.86 Dr. from A/C XXXXXXXX and Cr. to GAS BILL. Ref:269463146619. AvlBal:Rs11034.63.,Bills & Utilities
Rs.3236.13 Dr. from A/C XXXXXXXX and Cr. to LEARNING PLATFORM. Ref:459198600271. AvlBal:Rs11073.52.,Education
Rs.2896.54 Dr. from A/C XXXXXXXX and Cr. to DIAGNOSTIC LAB. Ref:657352827540. AvlBal:Rs45069.01.,Health
Rs.452.05 Dr. from A/C XXXXXXXX and Cr. to PARKING CHARGES. Ref:842387849315. AvlBal:Rs46679.83.,Transport
Rs.4222.18 Dr. from A/C XXXXXXXX and Cr. to RELIANCE FRESH. Ref:663981992311. AvlBal:Rs31847.34.,Groceries
Rs.3511.08 Dr. from A/C XXXXXXXX and Cr. to RELIANCE FRESH. Ref:802712278382. AvlBal:Rs22420.05.,Groceries
Rs.3279.19 Dr. from A/C XXXXXXXX and Cr. to PIZZA HUT. Ref:681990368828. AvlBal:Rs21241.39.,Food & Dining
Rs.2943.23 Dr. from A/C XXXXXXXX and Cr. to DISH TV. Ref:962416159251. AvlBal:Rs23276.95.,Bills & Utilities
Rs.2645.82 Dr. from A/C XXXXXXXX and Cr. to GREAT LEARNING. Ref:335199772231. AvlBal:Rs42872.34.,Education
Rs.1105.43 Dr. from A/C XXXXXXXX and Cr. to GREAT LEARNING. Ref:292180675564. AvlBal:Rs19995.13.,Education
Rs.4216.45 Dr. from A/C XXXXXXXX and Cr. to NETMEDS. Ref:287623505866. AvlBal:Rs6556.85.,Health
Rs.2856.51 Dr. from A/C XXXXXXXX and Cr. to WOW MOMO. Ref:915078447442. AvlBal:Rs25489.0.,Food & Dining
Rs.2331.01 Dr. from A/C XXXXXXXX and Cr. to AIRTEL. Ref:489840623084. AvlBal:Rs23341.32.,Bills & Utilities
Rs.4137.34 Dr. from A/C XXXXXXXX and Cr. to FRIEND TRANSFER. Ref:399948467094. AvlBal:Rs13921.96.,Other
Rs.3870.48 Dr. from A/C XXXXXXXX and Cr. to ZERODHA. Ref:759797441611. AvlBal:Rs3408.04.,Investment
Rs.2783.22 Dr. from A/C XXXXXXXX and Cr. to EXAM FEES. Ref:840789767400. AvlBal:Rs4405.16.,Education
Rs.4173.67 Dr. from A/C XXXXXXXX and Cr. to LPG. Ref:679079697156. AvlBal:Rs37225.05.,Bills & Utilities
Rs.3709.62 Dr. from A/C XXXXXXXX and Cr. to BESCOM. Ref:277731728211. AvlBal:Rs35710.72.,Bills & Utilities
Rs.3553.68 Dr. from A/C XXXXXXXX and Cr. to LOCAL STORE. Ref:573964938362. AvlBal:Rs48033.17.,Groceries
Rs.3216.77 Dr. from A/C XXXXXXXX and Cr. to UNACADEMY. Ref:207066360844. AvlBal:Rs20024.84.,Education
Rs.3827.81 Dr. from A/C XXXXXXXX and Cr. to UPI TRANSFER. Ref:405976504164. AvlBal:Rs38752.62.,Other
Rs.4755.27 Dr. from A/C XXXXXXXX and Cr. to POS TRANSACTION. Ref:450844458626. AvlBal:Rs37150.98.,Other
Rs.3826.88 Dr. from A/C XXXXXXXX and Cr. to GROCERY STORE. Ref:679693634053. AvlBal:Rs2639.98.,Groceries
Rs.3185.56 Dr. from A/C XXXXXXXX and Cr. to SCALER. Ref:979704902677. AvlBal:Rs2354.16.,Education
Rs.966.21 Dr. from A/C XXXXXXXX and Cr. to BOOKMYSHOW. Ref:199784086845. AvlBal:Rs10907.24.,Entertainment
Rs.4254.93 Dr. from A/C XXXXXXXX and Cr. to WOW MOMO. Ref:870890178620. AvlBal:Rs22436.64.,Food & Dining
Rs.3627.13 Dr. from A/C XXXXXXXX and Cr. to SIP PAYMENT. Ref:131637805427. AvlBal:Rs2379.6.,Investment
Rs.213.11 Dr. from A/C XXXXXXXX and Cr. to ATM WITHDRAWAL. Ref:474792445565. AvlBal:Rs35644.0.,Other
Rs.1960.39 Dr. from A/C XXXXXXXX and Cr. to POS SHOP. Ref:888103297995. AvlBal:Rs18323.5.,Shopping
Rs.1820.97 Dr. from A/C XXXXXXXX and Cr. to TRANSPORT. Ref:644399366068. AvlBal:Rs3430.13.,Transport
Rs.4121.66 Dr. from A/C XXXXXXXX and Cr. to REDBUS. Ref:931121530733. AvlBal:Rs46475.46.,Transport
Rs.4526.59 Dr. from A/C XXXXXXXX and Cr. to SPAR. Ref:369223072070. AvlBal:Rs49761.6.,Groceries
Rs.4376.64 Dr. from A/C XXXXXXXX and Cr. to BHARAT PETROLEUM. Ref:900014375369. AvlBal:Rs2319.79.,Transport
Rs.3675.15 Dr. from A/C XXXXXXXX and Cr. to BANK CHARGES. Ref:567845579620. AvlBal:Rs49073.49.,Other
Rs.2608.2 Dr. from A/C XXXXXXXX and Cr. to AIRTEL. Ref:326134136234. AvlBal:Rs13204.45.,Bills & Utilities
Rs.4511.35 Dr. from A/C XXXXXXXX and Cr. to GOVERNMENT HOSPITAL. Ref:296923103316. AvlBal:Rs38023.59.,Health
Rs.3206.76 Dr. from A/C XXXXXXXX and Cr. to RELIANCE TRENDS. Ref:355649211493. AvlBal:Rs29710.18.,Shopping
Rs.2719.25 Dr. from A/C XXXXXXXX and Cr. to GOVERNMENT HOSPITAL. Ref:922133692017. AvlBal:Rs18638.76.,Health
Rs.1662.29 Dr. from A/C XXXXXXXX and Cr. to BIGBASKET DAILY. Ref:878378573554. AvlBal:Rs841.44.,Groceries
Rs.4433.14 Dr. from A/C XXXXXXXX and Cr. to DOCTOR CONSULT. Ref:785643647084. AvlBal:Rs8024.75.,Health
Rs.4627.72 Dr. from A/C XXXXXXXX and Cr. to BURGER KING. Ref:612995333229. AvlBal:Rs19564.4.,Food & Dining
Rs.1304.61 Dr. from A/C XXXXXXXX and Cr. to RELIANCE SMART. Ref:438374423296. AvlBal:Rs34756.0.,Groceries
Rs.3868.5 Dr. from A/C XXXXXXXX and Cr. to PPF DEPOSIT. Ref:856724656862. AvlBal:Rs43999.65.,Investment
Rs.4399.96 Dr. from A/C XXXXXXXX and Cr. to NETFLIX. Ref:964434844714. AvlBal:Rs1067.1.,Entertainment
Rs.2377.81 Dr. from A/C XXXXXXXX and Cr. to BOOKMYSHOW. Ref:953630628941. AvlBal:Rs18428.28.,Entertainment
Rs.2872.56 Dr. from A/C XXXXXXXX and Cr. to EVENT BOOKING. Ref:428191186724. AvlBal:Rs46172.04.,Entertainment
Rs.4167.43 Dr. from A/C XXXXXXXX and Cr. to EXAM FEES. Ref:490972510576. AvlBal:Rs23488.81.,Education
Rs.737.39 Dr. from A/C XXXXXXXX and Cr. to FAASOS. Ref:487453702726. AvlBal:Rs963.86.,Food & Dining
Rs.3447.33 Dr. from A/C XXXXXXXX and Cr. to TOPPR. Ref:793539700912. AvlBal:Rs13434.45.,Education
Rs.4773.37 Dr. from A/C XXXXXXXX and Cr. to RAPIDO. Ref:901472980870. AvlBal:Rs15691.93.,Transport
Rs.1972.96 Dr. from A/C XXXXXXXX and Cr. to RESTAURANT. Ref:293302145067. AvlBal:Rs2474.09.,Food & Dining
Rs.4562.21 Dr. from A/C XXXXXXXX and Cr. to REVERSAL. Ref:508697913859. AvlBal:Rs18612.73.,Other
Rs.2918.17 Dr. from A/C XXXXXXXX and Cr. to HERITAGE FRESH. Ref:642373463407. AvlBal:Rs12074.38.,Groceries
Rs.3421.54 Dr. from A/C XXXXXXXX and Cr. to RELIANCE TRENDS. Ref:242095979678. AvlBal:Rs22625.24.,Shopping
Rs.760.7 Dr. from A/C XXXXXXXX and Cr. to EVENT BOOKING. Ref:600228923696. AvlBal:Rs36711.39.,Entertainment
Rs.2886.15 Dr. from A/C XXXXXXXX and Cr. to HP GAS. Ref:919427216283. AvlBal:Rs19390.68.,Bills & Utilities
Rs.4116.34 Dr. from A/C XXXXXXXX and Cr. to KSEB. Ref:406416645374. AvlBal:Rs49911.38.,Bills & Utilities
Rs.3429.08 Dr. from A/C XXXXXXXX and Cr. to JIOMART. Ref:129465379303. AvlBal:Rs37832.23.,Groceries
Rs.1346.98 Dr. from A/C XXXXXXXX and Cr. to SUPERMARKET. Ref:128946768454. AvlBal:Rs45245.39.,Groceries
Rs.4052.2 Dr. from A/C XXXXXXXX and Cr. to GROCERY STORE. Ref:450093352892. AvlBal:Rs33960.36.,Groceries
Rs.1743.62 Dr. from A/C XXXXXXXX and Cr. to BYJUS. Ref:175396682333. AvlBal:Rs500.35.,Education
Rs.595.03 Dr. from A/C XXXXXXXX and Cr. to A2B. Ref:634940155217. AvlBal:Rs39297.41.,Food & Dining
Rs.2770.93 Dr. from A/C XXXXXXXX and Cr. to YOUTUBE PREMIUM. Ref:784663918876. AvlBal:Rs45507.54.,Entertainment
Rs.2083.01 Dr. from A/C XXXXXXXX and Cr. to STOCK SELL. Ref:418901429499. AvlBal:Rs4762.73.,Investment
Rs.4772.04 Dr. from A/C XXXXXXXX and Cr. to NETMEDS. Ref:714336801752. AvlBal:Rs30210.48.,Health
Rs.1716.09 Dr. from A/C XXXXXXXX and Cr. to TRAVEL. Ref:490020388170. AvlBal:Rs24149.61.,Transport
Rs.1460.98 Dr. from A/C XXXXXXXX and Cr. to SONY LIV. Ref:634470643562. AvlBal:Rs38603.86.,Entertainment
Rs.2530.21 Dr. from A/C XXXXXXXX and Cr. to BHARAT GAS. Ref:135228434518. AvlBal:Rs17601.29.,Bills & Utilities
Rs.3188.56 Dr. from A/C XXXXXXXX and Cr. to GAANA. Ref:319419366283. AvlBal:Rs5971.2.,Entertainment
Rs.4146.9 Dr. from A/C XXXXXXXX and Cr. to BIGBASKET. Ref:908510203788. AvlBal:Rs48775.15.,Groceries
Rs.830.98 Dr. from A/C XXXXXXXX and Cr. to GOVERNMENT HOSPITAL. Ref:516556958692. AvlBal:Rs39416.38.,Health
Rs.1410.3 Dr. from A/C XXXXXXXX and Cr. to PAYMENT. Ref:198469915480. AvlBal:Rs22503.8.,Other
Rs.494.26 Dr. from A/C XXXXXXXX and Cr. to MEAL PAYMENT. Ref:934884670247. AvlBal:Rs46559.7.,Food & Dining
Rs.74.75 Dr. from A/C XXXXXXXX and Cr. to REFUND. Ref:183136150378. AvlBal:Rs49860.58.,Other
Rs.545.15 Dr. from A/C XXXXXXXX and Cr. to HERITAGE FRESH. Ref:398545462181. AvlBal:Rs5654.16.,Groceries
Rs.2445.89 Dr. from A/C XXXXXXXX and Cr. to CAB PAYMENT. Ref:201891717274. AvlBal:Rs1180.1.,Transport
Rs.965.36 Dr. from A/C XXXXXXXX and Cr. to METRO. Ref:176935416567. AvlBal:Rs42186.87.,Transport
Rs.4095.13 Dr. from A/C XXXXXXXX and Cr. to NETFLIX. Ref:154466654912. AvlBal:Rs2359.8.,Entertainment
Rs.3570.0 Dr. from A/C XXXXXXXX and Cr. to YOUTUBE PREMIUM. Ref:909253992969. AvlBal:Rs46105.61.,Entertainment
Rs.470.43 Dr. from A/C XXXXXXXX and Cr. to SPAR. Ref:851625070759. AvlBal:Rs6698.99.,Groceries
Rs.2415.48 Dr. from A/C XXXXXXXX and Cr. to FOOD ORDER. Ref:395682856763. AvlBal:Rs49891.18.,Food & Dining
Rs.3566.45 Dr. from A/C XXXXXXXX and Cr. to REDBUS. Ref:825450657893. AvlBal:Rs2791.64.,Transport
Rs.3393.86 Dr. from A/C XXXXXXXX and Cr. to SUN NXT. Ref:424030905998. AvlBal:Rs24692.22.,Entertainment
Rs.3499.33 Dr. from A/C XXXXXXXX and Cr. to MANIPAL HOSPITALS. Ref:501942366378. AvlBal:Rs6980.51.,Health
Rs.3165.88 Dr. from A/C XXXXXXXX and Cr. to FAASOS. Ref:749057671152. AvlBal:Rs44422.11.,Food & Dining
Rs.4133.94 Dr. from A/C XXXXXXXX and Cr. to HEALTHCARE. Ref:275436768723. AvlBal:Rs31631.34.,Health
Rs.994.22 Dr. from A/C XXXXXXXX and Cr. to DINING. Ref:425327284940. AvlBal:Rs18928.62.,Food & Dining
Rs.3633.66 Dr. from A/C XXXXXXXX and Cr. to PETROL BUNK. Ref:600565240033. AvlBal:Rs6873.52.,Transport
Rs.735.59 Dr. from A/C XXXXXXXX and Cr. to ONLINE COURSE. Ref:512758540594. AvlBal:Rs19584.54.,Education
Rs.990.86 Dr. from A/C XXXXXXXX and Cr. to 1MG. Ref:836850050541. AvlBal:Rs12084.16.,Health
Rs.2723.09 Dr. from A/C XXXXXXXX and Cr. to ZERODHA. Ref:720688934440. AvlBal:Rs19138.63.,Investment
Rs.1170.86 Dr. from A/C XXXXXXXX and Cr. to KSEB. Ref:963734299896. AvlBal:Rs13546.62.,Bills & Utilities
Rs.569.41 Dr. from A/C XXXXXXXX and Cr. to ZERODHA. Ref:648224921146. AvlBal:Rs36803.99.,Investment
Rs.4403.64 Dr. from A/C XXXXXXXX and Cr. to BHARAT GAS. Ref:534924217743. AvlBal:Rs23475.03.,Bills & Utilities
Rs.3815.96 Dr. from A/C XXXXXXXX and Cr. to BLOOD TEST. Ref:145672484724. AvlBal:Rs11106.29.,Health
Rs.3986.71 Dr. from A/C XXXXXXXX and Cr. to IPO APPLICATION. Ref:721531264754. AvlBal:Rs24195.48.,Investment
Rs.4652.15 Dr. from A/C XXXXXXXX and Cr. to KUVERA. Ref:460850346651. AvlBal:Rs10108.68.,Investment
Rs.2948.64 Dr. from A/C XXXXXXXX and Cr. to IRCTC. Ref:317495045212. AvlBal:Rs6703.01.,Transport
Rs.3487.86 Dr. from A/C XXXXXXXX and Cr. to WYNK MUSIC. Ref:470209422100. AvlBal:Rs24161.23.,Entertainment
Rs.869.23 Dr. from A/C XXXXXXXX and Cr. to BOX8. Ref:291578215482. AvlBal:Rs24191.34.,Food & Dining
Rs.57.11 Dr. from A/C XXXXXXXX and Cr. to POS TRANSACTION. Ref:365586305938. AvlBal:Rs40998.01.,Other
Rs.203.88 Dr. from A/C XXXXXXXX and Cr. to IRCTC. Ref:943402839516. AvlBal:Rs40643.32.,Transport
Rs.3364.98 Dr. from A/C XXXXXXXX and Cr. to LIFESTYLE. Ref:530247770098. AvlBal:Rs10653.59.,Shopping
Rs.4983.41 Dr. from A/C XXXXXXXX and Cr. to JIOMART. Ref:488323770471. AvlBal:Rs21216.04.,Groceries
Rs.1333.04 Dr. from A/C XXXXXXXX and Cr. to MOBILE RECHARGE. Ref:525701447412. AvlBal:Rs29201.81.,Bills & Utilities
Rs.2618.73 Dr. from A/C XXXXXXXX and Cr. to SWIGGY INSTAMART. Ref:743982951889. AvlBal:Rs31461.99.,Food & Dining
Rs.1660.44 Dr. from A/C XXXXXXXX and Cr. to ONLINE SHOPPING. Ref:777760099621. AvlBal:Rs10522.03.,Shopping
Rs.1396.1 Dr. from A/C XXXXXXXX and Cr. to MEDICAL STORE. Ref:949959531296. AvlBal:Rs7216.62.,Health
Rs.1692.44 Dr. from A/C XXXXXXXX and Cr. to RELIANCE SMART. Ref:525861517950. AvlBal:Rs22575.96.,Groceries
Rs.2849.3 Dr. from A/C XXXXXXXX and Cr. to WESTSIDE. Ref:792311378676. AvlBal:Rs7793.1.,Shopping
Rs.4461.13 Dr. from A/C XXXXXXXX and Cr. to DMART. Ref:971589242980. AvlBal:Rs5597.28.,Groceries
Rs.1563.2 Dr. from A/C XXXXXXXX and Cr. to POS GROCERY. Ref:874959577982. AvlBal:Rs29506.25.,Groceries
Rs.593.85 Dr. from A/C XXXXXXXX and Cr. to REFUND. Ref:513660719880. AvlBal:Rs14903.71.,Other
Rs.4540.65 Dr. from A/C XXXXXXXX and Cr. to KSEB. Ref:126387981067. AvlBal:Rs24123.2.,Bills & Utilities
Rs.4246.73 Dr. from A/C XXXXXXXX and Cr. to ONLINE SHOPPING. Ref:701347484829. AvlBal:Rs12851.71.,Shopping
Rs.152.92 Dr. from A/C XXXXXXXX and Cr. to KUVERA. Ref:164207640997. AvlBal:Rs7229.14.,Investment
Rs.4551.13 Dr. from A/C XXXXXXXX and Cr. to SUPERMARKET. Ref:648250450548. AvlBal:Rs14879.07.,Groceries
Rs.2877.36 Dr. from A/C XXXXXXXX and Cr. to NPS CONTRIBUTION. Ref:617553114054. AvlBal:Rs16629.49.,Investment
Rs.4759.52 Dr. from A/C XXXXXXXX and Cr. to TOLL PAYMENT. Ref:746107890212. AvlBal:Rs23936.79.,Transport
Rs.2401.37 Dr. from A/C XXXXXXXX and Cr. to RELIANCE SMART. Ref:207330449829. AvlBal:Rs32930.01.,Groceries
Rs.4398.57 Dr. from A/C XXXXXXXX and Cr. to PIZZA HUT. Ref:407466550119. AvlBal:Rs11222.17.,Food & Dining
Rs.28.43 Dr. from A/C XXXXXXXX and Cr. to BIGBASKET. Ref:953100938064. AvlBal:Rs48822.16.,Groceries
Rs.635.69 Dr. from A/C XXXXXXXX and Cr. to FRIEND TRANSFER. Ref:342519271837. AvlBal:Rs47125.21.,Other
Rs.1274.27 Dr. from A/C XXXXXXXX and Cr. to AMAZON. Ref:823595244470. AvlBal:Rs15910.72.,Shopping
Rs.46.23 Dr. from A/C XXXXXXXX and Cr. to FORTIS. Ref:124136499708. AvlBal:Rs852.76.,Health
Rs.2487.22 Dr. from A/C XXXXXXXX and Cr. to FOOD ORDER. Ref:354068086947. AvlBal:Rs26954.7.,Food & Dining
Rs.3735.24 Dr. from A/C XXXXXXXX and Cr. to PAYTM MONEY. Ref:872166998105. AvlBal:Rs28291.75.,Investment
Rs.2765.64 Dr. from A/C XXXXXXXX and Cr. to RETAIL SHOP. Ref:447870063664. AvlBal:Rs4394.81.,Shopping
Rs.1702.11 Dr. from A/C XXXXXXXX and Cr. to ECOM PURCHASE. Ref:699683150052. AvlBal:Rs14997.1.,Shopping
Rs.1219.48 Dr. from A/C XXXXXXXX and Cr. to SNAPDEAL. Ref:266131389517. AvlBal:Rs15125.88.,Shopping
Rs.3504.18 Dr. from A/C XXXXXXXX and Cr. to ELECTRICITY BILL. Ref:336168043555. AvlBal:Rs45827.56.,Bills & Utilities
Rs.4382.72 Dr. from A/C XXXXXXXX and Cr. to PPF DEPOSIT. Ref:943922588692. AvlBal:Rs23561.15.,Investment
Rs.4466.67 Dr. from A/C XXXXXXXX and Cr. to ETMONEY. Ref:736039239079. AvlBal:Rs11083.03.,Investment
Rs.4739.16 Dr. from A/C XXXXXXXX and Cr. to BEHROUZ BIRYANI. Ref:346491127358. AvlBal:Rs38985.85.,Food & Dining
Rs.4422.56 Dr. from A/C XXXXXXXX and Cr. to YOUTUBE PREMIUM. Ref:171860146701. AvlBal:Rs31000.23.,Entertainment
Rs.698.85 Dr. from A/C XXXXXXXX and Cr. to APOLLO HOSPITALS. Ref:652293568320. AvlBal:Rs44458.88.,Health
Rs.1698.52 Dr. from A/C XXXXXXXX and Cr. to KFC. Ref:619993054060. AvlBal:Rs11134.32.,Food & Dining
Rs.1453.15 Dr. from A/C XXXXXXXX and Cr. to MEDICAL STORE. Ref:691698607470. AvlBal:Rs18341.88.,Health
Rs.2651.47 Dr. from A/C XXXXXXXX and Cr. to ETMONEY. Ref:688610725231. AvlBal:Rs10644.14.,Investment
Rs.3869.17 Dr. from A/C XXXXXXXX and Cr. to METRO RAIL. Ref:539503599197. AvlBal:Rs18874.48.,Transport
Rs.3255.03 Dr. from A/C XXXXXXXX and Cr. to PHARMEASY. Ref:533239741931. AvlBal:Rs13346.31.,Health
Rs.413.68 Dr. from A/C XXXXXXXX and Cr. to INDIAN OIL. Ref:227915758094. AvlBal:Rs11300.35.,Transport
Rs.758.13 Dr. from A/C XXXXXXXX and Cr. to MORE SUPERMARKET. Ref:554645078951. AvlBal:Rs9126.02.,Groceries
Rs.572.33 Dr. from A/C XXXXXXXX and Cr. to EXAM FEES. Ref:809050618832. AvlBal:Rs27126.29.,Education
Rs.1267.86 Dr. from A/C XXXXXXXX and Cr. to SUN DIRECT. Ref:303817519912. AvlBal:Rs41441.44.,Bills & Utilities
Rs.2061.26 Dr. from A/C XXXXXXXX and Cr. to UPGRAD. Ref:223552505234. AvlBal:Rs18641.96.,Education
Rs.4694.23 Dr. from A/C XXXXXXXX and Cr. to MANIPAL HOSPITALS. Ref:588998310914. AvlBal:Rs38433.75.,Health
Rs.3515.27 Dr. from A/C XXXXXXXX and Cr. to STREAMING. Ref:683477143511. AvlBal:Rs42043.01.,Entertainment
Rs.3720.53 Dr. from A/C XXXXXXXX and Cr. to AIIMS. Ref:584056479025. AvlBal:Rs27385.16.,Health
Rs.4397.62 Dr. from A/C XXXXXXXX and Cr. to BIGBASKET DAILY. Ref:850457230486. AvlBal:Rs1376.64.,Groceries
Rs.2183.51 Dr. from A/C XXXXXXXX and Cr. to STARBUCKS. Ref:975619302042. AvlBal:Rs40730.59.,Food & Dining
Rs.1674.21 Dr. from A/C XXXXXXXX and Cr. to BOOKMYSHOW. Ref:294579687680. AvlBal:Rs44854.11.,Entertainment
Rs.1474.23 Dr. from A/C XXXXXXXX and Cr. to BHARAT GAS. Ref:980257797758. AvlBal:Rs46428.27.,Bills & Utilities
Rs.4683.98 Dr. from A/C XXXXXXXX and Cr. to JIOMART. Ref:714490776284. AvlBal:Rs42419.79.,Groceries
Rs.2206.41 Dr. from A/C XXXXXXXX and Cr. to COIN BY ZERODHA. Ref:647617750268. AvlBal:Rs46446.22.,Investment
Rs.4021.52 Dr. from A/C XXXXXXXX and Cr. to MOVIE TICKET. Ref:359567598558. AvlBal:Rs43913.72.,Entertainment
Rs.597.56 Dr. from A/C XXXXXXXX and Cr. to GAANA. Ref:396046569303. AvlBal:Rs41522.09.,Entertainment
Rs.116.29 Dr. from A/C XXXXXXXX and Cr. to INOX. Ref:933163887629. AvlBal:Rs4678.2.,Entertainment
Rs.2661.11 Dr. from A/C XXXXXXXX and Cr. to PIZZA HUT. Ref:633727810214. AvlBal:Rs24068.63.,Food & Dining
Rs.3901.42 Dr. from A/C XXXXXXXX and Cr. to HOSPITAL PAYMENT. Ref:687622358098. AvlBal:Rs31654.7.,Health
Rs.1752.58 Dr. from A/C XXXXXXXX and Cr. to HOTEL. Ref:427455127410. AvlBal:Rs30959.94.,Food & Dining
Rs.2472.88 Dr. from A/C XXXXXXXX and Cr. to ECOM PURCHASE. Ref:615559970256. AvlBal:Rs28803.37.,Shopping
Rs.2753.29 Dr. from A/C XXXXXXXX and Cr. to GAS BILL. Ref:463711018738. AvlBal:Rs22829.03.,Bills & Utilities
Rs.4469.96 Dr. from A/C XXXXXXXX and Cr. to SHELL. Ref:841000092933. AvlBal:Rs13003.45.,Transport
Rs.4441.48 Dr. from A/C XXXXXXXX and Cr. to UTILITY BILL. Ref:353937955969. AvlBal:Rs12691.64.,Bills & Utilities
Rs.4765.54 Dr. from A/C XXXXXXXX and Cr. to STOCK MARKET. Ref:725593402303. AvlBal:Rs33682.0.,Investment
Rs.3595.64 Dr. from A/C XXXXXXXX and Cr. to TOLL PLAZA. Ref:109419320084. AvlBal:Rs38112.59.,Transport
Rs.4393.14 Dr. from A/C XXXXXXXX and Cr. to REFUND. Ref:207134177458. AvlBal:Rs4691.81.,Other
Rs.78.42 Dr. from A/C XXXXXXXX and Cr. to SONY LIV. Ref:887445966505. AvlBal:Rs42139.37.,Entertainment
Rs.2434.66 Dr. from A/C XXXXXXXX and Cr. to KUVERA. Ref:718222151371. AvlBal:Rs48051.68.,Investment
Rs.4854.95 Dr. from A/C XXXXXXXX and Cr. to STOCK MARKET. Ref:117628746547. AvlBal:Rs3941.2.,Investment
Rs.359.4 Dr. from A/C XXXXXXXX and Cr. to INOX. Ref:506045157968. AvlBal:Rs13361.24.,Entertainment
Rs.1296.99 Dr. from A/C XXXXXXXX and Cr. to DOMINOS. Ref:400885585615. AvlBal:Rs16599.0.,Food & Dining
Rs.3551.87 Dr. from A/C XXXXXXXX and Cr. to SUBSCRIPTION. Ref:796722314985. AvlBal:Rs36549.34.,Entertainment
Rs.2634.14 Dr. from A/C XXXXXXXX and Cr. to BSNL. Ref:815924747593. AvlBal:Rs20038.0.,Bills & Utilities
Rs.3201.75 Dr. from A/C XXXXXXXX and Cr. to 1MG. Ref:423958460142. AvlBal:Rs11237.17.,Health
Rs.4008.51 Dr. from A/C XXXXXXXX and Cr. to UNACADEMY. Ref:788918673606. AvlBal:Rs19127.57.,Education
Rs.2843.54 Dr. from A/C XXXXXXXX and Cr. to COURSE FEE. Ref:811072148030. AvlBal:Rs3693.02.,Education
Rs.1664.04 Dr. from A/C XXXXXXXX and Cr. to BIGBASKET. Ref:505761542806. AvlBal:Rs15307.79.,Groceries
Rs.3337.1 Dr. from A/C XXXXXXXX and Cr. to FRESHMENU. Ref:137588928225. AvlBal:Rs14894.86.,Food & Dining
Rs.421.13 Dr. from A/C XXXXXXXX and Cr. to STREAMING. Ref:329213201992. AvlBal:Rs2237.37.,Entertainment
Rs.941.24 Dr. from A/C XXXXXXXX and Cr. to CASH WITHDRAWAL. Ref:828267836844. AvlBal:Rs28667.89.,Other
Rs.253.3 Dr. from A/C XXXXXXXX and Cr. to RESTAURANT. Ref:188846221432. AvlBal:Rs8414.71.,Food & Dining
Rs.4226.67 Dr. from A/C XXXXXXXX and Cr. to SELF TRANSFER. Ref:623910018695. AvlBal:Rs6297.57.,Other
Rs.3785.86 Dr. from A/C XXXXXXXX and Cr. to VEDANTU. Ref:387086345128. AvlBal:Rs2245.85.,Education
Rs.1194.69 Dr. from A/C XXXXXXXX and Cr. to WATER BOARD. Ref:720443383630. AvlBal:Rs4380.66.,Bills & Utilities
Rs.1780.57 Dr. from A/C XXXXXXXX and Cr. to UTILITY BILL. Ref:782978603566. AvlBal:Rs31339.08.,Bills & Utilities
Rs.2323.25 Dr. from A/C XXXXXXXX and Cr. to VIJAY SALES. Ref:211526278996. AvlBal:Rs19636.6.,Shopping
Rs.2500.28 Dr. from A/C XXXXXXXX and Cr. to DMART. Ref:575899128938. AvlBal:Rs44789.51.,Groceries
Rs.3692.59 Dr. from A/C XXXXXXXX and Cr. to SWIGGY. Ref:978488733931. AvlBal:Rs21232.51.,Food & Dining
Rs.4114.08 Dr. from A/C XXXXXXXX and Cr. to A2B. Ref:551756172681. AvlBal:Rs3060.38.,Food & Dining
Rs.1395.7 Dr. from A/C XXXXXXXX and Cr. to YULU. Ref:520230020817. AvlBal:Rs37711.98.,Transport
Rs.3442.09 Dr. from A/C XXXXXXXX and Cr. to UPI CASHBACK. Ref:852564071251. AvlBal:Rs43496.52.,Other
Rs.505.06 Dr. from A/C XXXXXXXX and Cr. to ONLINE COURSE. Ref:826639410094. AvlBal:Rs43236.66.,Education
